student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout,,department,dropout,AVERAGE of study_hours_per_week,AVERAGE of attendance_rate
205389,Female,BIO,Yes,nan,nan,19,6.702617836,100,74228,2,24.7,50,2,9,Y,0,,,,,
215691,FEMALE,COMMERCE,Y,Graduate,-,24,6.061820863,78.85935762,20206,5,23.3,29,1,9,Yes,1,,,,,
201309,NA,ECE,N,Primary,Yes,26,5.263068723,56.44359501,57329,2,8.5,37,1,7,No,1,,,,,
214985,M,nan,Nope,nan,,18,4.810454197,68.7316511,66199,2,10,59,3,2,NA,0,,,,,
211345,Male,BIO,Y,Secondary,Yes,16,6.542226167,87.17069909,26796,6,11.9,56,0,0,No,0,,,,,
203475,NA,CS,Y,Primary,Y,23,4.85847158,53.46045089,45272,5,23.2,55,0,0,Yes,0,,,,,
200789,FEMALE,,nan,,nan,17,5.250520597,70.39887932,110764,3,8,24,0,5,N,0,,,,,
218443,M,CIVIL,Nope,nan,N,25,4.656489983,76.75157611,49807,5,5.8,58,1,5,No,0,,,,,
219489,NA,ECE,Yes,nan,-,19,4.11695137,66.66512136,68534,6,21.4,11,4,8,No,0,,,,,
207740,FEMALE,BIO,Yes,Primary,nan,20,5.860289588,74.33193349,16563,2,11.5,21,2,6,Yes,0,,,,,
203284,M,ARTS,nan,NA,No,26,5.643600633,95.00616881,37482,4,,20,4,4,No,0,,,,,
215968,Other,BIO,Yes,NA,Y,18,5.472690996,68.332836,74183,6,8.4,2,1,3,No,1,,,,,
202514,Male,,N,Primary,,20,4.463631716,72.00207842,56673,4,10.1,38,4,3,Yes,1,,,,,
215095,Female,COMMERCE,Nope,,-,19,5.175210335,91.99947084,104410,3,12.1,17,3,8,N,1,,,,,
217132,FEMALE,BIO,N,nan,Y,22,5.528686419,62.61332409,65969,6,22.2,43,2,7,No,1,,,,,
219890,NA,COMMERCE,N,Postgraduate,Yes,25,6.066775848,70.20472084,16616,2,12.5,7,1,0,,0,,,,,
213307,Other,ME,Yes,NA,nan,23,4.353205696,77.15198986,73287,6,9.1,40,3,6,NA,1,,,,,
215541,,ME,nan,NA,No,19,6.811655673,67.37096768,35190,2,17.9,15,2,1,No,0,,,,,
209258,FEMALE,ME,nan,nan,Y,24,6.175780991,86.19150416,47472,3,18.6,17,0,2,No,0,,,,,
206227,NA,BIO,Nope,NA,Y,17,6.850929119,86.02861749,82120,6,5.3,41,4,8,No,0,,,,,
216894,FEMALE,ARTS,N,Secondary,nan,24,6.860847335,71.33614495,8386,6,,57,0,6,No,1,,,,,
211659,Female,CS,Yes,None,N,,4.450870004,76.56211728,65517,3,20.5,17,2,0,Yes,0,,,,,
208791,Other,BIO,Yes,Graduate,nan,21,5.341150009,67.1255928,67354,5,5.9,2,0,8,No,1,,,,,
218124,Other,BIO,No,Primary,No,16,4.338311002,65.09342494,50561,6,5.4,35,0,9,No,1,,,,,
211806,Other,BIO,Y,Secondary,-,21,5.030364171,70.90731836,32399,6,20.2,40,4,9,NA,0,,,,,
205006,Other,ECE,N,Secondary,,16,4.031713018,61.71967742,48880,3,10.4,37,3,4,Y,0,,,,,
206214,Other,ME,Y,Primary,nan,26,4.358075179,98.2913437,-3816,3,13.1,36,2,5,Yes,0,,,,,
211249,NA,COMMERCE,Yes,Primary,Yes,25,6.49515695,71.12647558,56529,2,11.6,37,4,5,N,0,,,,,
209777,Male,CS,,None,Y,26,4.541682656,60.12959515,20453,5,20.4,30,2,4,No,1,,,,,
216292,Male,ECE,Nope,NA,-,20,5.802395941,,67895,6,23.4,19,3,9,No,1,,,,,
205257,,ARTS,Nope,Postgraduate,N,16,,89.71589649,25977,3,9.8,16,4,8,No,0,,,,,
211853,,CIVIL,No,Graduate,No,23,5.619977035,76.74739486,48181,4,19.4,32,1,0,Yes,1,,,,,
213197,Other,ME,nan,Secondary,nan,21,6.960020071,57.40297088,29305,5,24.2,4,0,7,Yes,0,,,,,
214488,Other,COMMERCE,Yes,Secondary,Yes,18,6.538617931,55.45107812,57092,6,5.8,53,2,7,Yes,1,,,,,
211647,Other,BIO,Yes,Secondary,No,21,6.405276852,80.13756439,45521,2,18.7,9,4,6,No,0,,,,,
211963,Female,ME,Y,Primary,Yes,23,5.005184446,80.95491397,29439,4,17.6,28,3,0,N,1,,,,,
209986,M,BIO,nan,None,No,23,6.546533958,64.66244189,24406,4,11.9,3,2,8,No,0,,,,,
200270,Female,ARTS,Yes,Postgraduate,N,16,6.784557663,79.37300894,54720,6,,52,3,5,No,0,,,,,
203301,Other,,nan,None,-,24,6.175654357,91.52636221,53252,4,10.2,38,3,3,nan,0,,,,,
219095,Other,COMMERCE,Nope,Graduate,No,18,4.071348154,55.21366337,52462,,20,32,4,2,No,1,,,,,
206843,M,BIO,No,Postgraduate,Y,17,5.232321231,95.39862357,39910,6,17,37,3,4,No,0,,,,,
218413,Other,ECE,,Primary,Y,19,4.682902175,70.84285609,63055,2,11.5,38,2,6,No,1,,,,,
207990,M,BIO,Yes,,Y,25,6.791042698,90.72345107,48094,6,8,9,1,2,No,0,,,,,
205406,M,COMMERCE,Nope,None,No,20,5.959840011,58.26014269,37271,5,10.4,19,2,1,No,0,,,,,
213227,FEMALE,ECE,Nope,None,-,21,6.193590125,73.11635953,57144,2,17.4,9,1,2,No,1,,,,,
200712,NA,nan,No,None,Y,23,4.918887425,81.20192649,46492,5,24.5,56,4,2,Yes,0,,,,,
205783,Female,ARTS,N,nan,N,22,5.21243505,100,46741,4,24.7,1,3,4,nan,0,,,,,
204409,Other,COMMERCE,Yes,None,Y,23,6.430388035,65.0508773,32070,3,10,30,0,0,No,0,,,,,
211409,M,ECE,Nope,NA,N,26,6.11352352,81.68744437,30831,5,18.2,13,4,1,No,1,,,,,
205260,NA,CIVIL,Nope,Graduate,N,19,5.235793143,58.87024591,18397,4,23.7,7,3,1,NA,1,,,,,
205920,M,ME,,Graduate,-,16,,66.96503449,40399,2,15.2,34,4,1,No,0,,,,,
205211,FEMALE,ME,N,,Y,19,,44.68381342,67807,6,20.7,14,3,8,Yes,0,,,,,
216357,Male,ME,Nope,None,nan,24,4.746390033,72.59971198,77964,3,5,21,3,7,No,1,,,,,
205411,NA,nan,Yes,Secondary,-,16,4.109984389,64.11228868,81544,4,14.3,21,1,1,No,0,,,,,
217544,Female,nan,Y,None,-,25,6.797304886,76.65100612,8374,3,5.9,48,3,6,Yes,0,,,,,
200550,,CIVIL,nan,None,N,22,6.807130777,81.38672473,45074,4,18.3,55,1,9,No,0,,,,,
217250,Other,nan,Yes,Graduate,No,18,4.702750993,,41264,,20.6,1,2,2,Yes,0,,,,,
203241,Other,ME,N,Primary,Y,26,4.342414689,87.39380189,48521,2,9.7,58,4,5,Yes,0,,,,,
204005,Other,CIVIL,nan,Postgraduate,No,26,6.437361345,49.04959021,71433,4,5,33,0,3,N,0,,,,,
216895,Other,COMMERCE,Yes,Postgraduate,Y,17,5.986848024,62.11567521,60452,3,13.2,22,0,0,No,0,,,,,
215922,NA,COMMERCE,Nope,nan,-,18,4.238958261,64.63141424,44450,6,5.8,34,3,5,nan,1,,,,,
216579,FEMALE,ECE,Y,Postgraduate,No,17,6.994067177,78.50214039,34052,2,23.7,41,1,5,Y,0,,,,,
208493,M,BIO,Yes,None,No,25,6.838287246,72.35311361,49408,2,15.8,21,2,6,No,0,,,,,
218635,Other,ME,nan,NA,N,23,4.304675138,75.32612833,55265,3,22,39,1,6,No,0,,,,,
203264,Other,BIO,No,Secondary,No,17,4.945819401,74.56478168,38962,6,24.8,55,4,3,No,0,,,,,
209321,M,ECE,nan,Postgraduate,,23,5.667550928,51.81213106,30565,2,11.9,52,1,2,No,1,,,,,
205061,Male,CIVIL,Y,Postgraduate,N,24,5.984918839,86.18631811,61992,5,21.3,46,0,4,No,0,,,,,
208444,NA,CIVIL,nan,NA,Y,26,5.991522981,82.87070686,59407,2,13.9,40,4,8,No,0,,,,,
211109,FEMALE,CS,Nope,Secondary,N,23,4.194870235,83.17609639,38892,3,10,10,3,8,Y,0,,,,,
202098,Female,ARTS,Nope,Graduate,Y,25,6.305324845,89.38277819,44367,3,12,36,4,8,Yes,0,,,,,
207001,,ECE,Yes,Postgraduate,No,17,6.034365407,80.06965711,73543,5,14,32,3,9,nan,0,,,,,
207292,Male,ECE,Y,Secondary,nan,25,4.636505082,86.09081568,36304,6,13.9,10,4,9,NA,0,,,,,
203671,Female,COMMERCE,Nope,Secondary,nan,20,5.266091989,78.18554776,44813,6,20.1,41,4,7,Yes,0,,,,,
204968,Male,BIO,Nope,nan,-,24,6.309445548,72.56390945,28237,2,14,56,4,1,Yes,0,,,,,
212113,NA,ARTS,No,NA,Yes,19,5.889332897,66.85977604,55127,3,6.6,3,0,6,Yes,0,,,,,
201272,Other,CS,nan,Graduate,nan,19,5.071432336,91.82630888,64375,5,13.3,35,3,0,No,0,,,,,
210629,FEMALE,ARTS,Y,Postgraduate,Y,24,,91.70558576,60780,4,8.2,0,1,6,No,0,,,,,
204416,NA,,Nope,NA,nan,23,4.057348904,86.39974238,41243,3,10.2,33,2,6,No,0,,,,,
218627,Male,COMMERCE,No,nan,-,22,5.706094639,62.84107622,38476,5,15.4,2,4,3,No,0,,,,,
213034,Other,COMMERCE,nan,None,Yes,22,5.648177531,87.48881611,40137,6,19.7,12,1,4,No,0,,,,,
208940,Male,nan,,Secondary,-,16,4.816716358,81.03663216,37131,4,17.1,39,3,2,No,0,,,,,
219864,Other,ARTS,Yes,Postgraduate,Yes,26,5.516658721,100,7454,2,13,4,0,4,Yes,0,,,,,
212646,NA,ARTS,N,Secondary,N,24,4.903062188,93.41698195,38213,3,20.2,45,2,9,,0,,,,,
213126,Female,COMMERCE,nan,NA,Y,22,4.32357362,56.9197569,72729,6,19.7,39,1,5,No,1,,,,,
200022,Other,ARTS,Yes,nan,nan,19,6.450439116,73.01369531,27282,6,17.7,57,2,2,No,0,,,,,
202934,Male,ME,,None,Y,,6.228848943,99.7144876,55934,2,13.6,44,4,1,No,0,,,,,
212252,FEMALE,ARTS,Yes,Postgraduate,No,25,6.069430124,80.05631064,12011,4,10.6,8,1,8,No,0,,,,,
208626,Male,ARTS,nan,Graduate,,24,6.14113453,68.75661762,25083,4,5.7,1,4,1,No,1,,,,,
206597,NA,nan,nan,Secondary,nan,21,,66.66558146,76767,4,5.8,28,1,1,No,1,,,,,
212753,Other,nan,N,Secondary,Y,21,4.945619437,44.35103847,63700,4,11,54,0,4,Yes,0,,,,,
215809,Female,COMMERCE,,nan,-,23,4.476288343,75.93733601,76679,5,11.3,13,3,2,No,1,,,,,
212798,NA,ME,Y,Graduate,nan,17,6.912516773,,12772,4,6.9,46,4,0,Y,0,,,,,
204833,NA,CIVIL,Y,nan,Y,21,5.921704673,83.44025341,47900,,24.2,6,3,5,No,0,,,,,
218749,Male,CIVIL,N,nan,Y,17,5.750302016,66.0038185,56091,6,25,20,0,8,Yes,1,,,,,
218370,Female,ECE,Y,Secondary,No,25,,79.03685446,31492,4,17.9,23,1,4,No,1,,,,,
216396,M,CS,nan,None,No,21,6.90218406,58.64018557,51653,6,14.3,45,3,4,No,0,,,,,
219196,NA,COMMERCE,No,None,-,16,6.054595422,,55886,,23.9,2,4,3,No,0,,,,,
214346,Male,ME,Y,,,20,6.634950718,74.64306147,65590,6,17.1,45,1,5,Yes,0,,,,,
218281,Other,,Y,Postgraduate,No,,4.307572302,79.9913191,39669,5,14,53,3,3,NA,1,,,,,
200056,M,CIVIL,nan,Postgraduate,No,20,4.926682944,64.08962646,38792,5,20.4,53,1,1,No,1,,,,,
203412,FEMALE,nan,nan,Graduate,Yes,20,5.07275667,70.20362551,48678,2,18.6,3,0,7,No,0,,,,,
210416,M,ME,Yes,Postgraduate,Y,21,6.436461559,54.04403103,28495,,,35,1,2,Yes,1,,,,,
202855,M,COMMERCE,nan,None,Yes,26,6.276479129,64.89439297,54066,5,,14,4,2,No,0,,,,,
200400,Other,ARTS,nan,Primary,No,19,4.283242611,57.10766764,21161,2,10.1,31,2,6,No,0,,,,,
202986,Other,COMMERCE,nan,Secondary,N,24,4.573367665,66.63365142,19837,2,6,14,1,5,No,1,,,,,
210251,Male,BIO,Y,None,-,26,6.700817524,92.48534778,72947,2,21.6,50,4,5,Y,0,,,,,
206605,NA,CS,Nope,Graduate,N,20,6.337010388,75.6548321,78316,3,17.2,43,2,5,Yes,0,,,,,
218531,NA,nan,Nope,nan,N,20,6.687887093,77.65744665,68070,3,18.1,56,0,9,No,1,,,,,
212416,FEMALE,ME,No,None,-,19,4.876967943,85.18551556,78102,2,20.2,50,0,9,nan,0,,,,,
217365,Male,ARTS,No,Primary,-,22,5.579587877,85.34693463,70894,6,,45,2,8,No,0,,,,,
211582,Male,nan,N,Graduate,No,26,4.372804769,47.63131463,10416,5,9.3,43,0,0,Yes,1,,,,,
214447,M,CS,N,,nan,26,5.484954855,39.74972611,45957,4,22.3,38,3,6,No,0,,,,,
216441,FEMALE,CIVIL,Yes,Graduate,-,21,4.131841382,43.50496548,37790,6,10.1,59,0,5,Yes,1,,,,,
214542,Male,BIO,No,None,Yes,21,6.675587035,90.30781301,89241,2,23.9,5,1,8,Yes,1,,,,,
206554,M,nan,nan,nan,-,20,6.47292817,89.16581501,419170,3,17.2,59,3,6,No,0,,,,,
208780,NA,,Nope,NA,nan,21,4.671916727,64.73288524,59420,5,18.7,56,2,0,No,1,,,,,
217577,M,CS,N,Postgraduate,N,23,4.162882813,74.01836002,36533,4,17.7,11,0,2,Yes,0,,,,,
207258,M,COMMERCE,Nope,None,Yes,19,6.680267778,80.56116009,54485,5,18.5,18,4,6,No,0,,,,,
215416,NA,BIO,N,Secondary,-,20,4.441803919,82.99880747,23934,3,15.9,16,4,2,nan,0,,,,,
206769,FEMALE,CS,Yes,Postgraduate,Yes,19,6.363882447,65.2582718,48499,2,12.8,46,1,2,No,0,,,,,
205781,Other,CS,Yes,Secondary,No,25,5.095208852,78.7505395,55329,6,21.3,56,3,2,No,1,,,,,
217274,Other,BIO,No,None,Yes,16,4.878016062,68.95732408,44238,3,18.1,28,1,1,Y,1,,,,,
211662,Female,CIVIL,,Primary,-,26,5.216494785,95.24511286,25905,3,22.4,44,3,7,No,0,,,,,
217478,Other,ME,No,Secondary,N,25,4.2358765,68.08897512,82367,4,22,3,4,5,Yes,1,,,,,
207233,Other,ARTS,Yes,Graduate,N,25,6.872003013,87.07814538,56254,4,22.4,18,3,1,Y,0,,,,,
213571,Male,CIVIL,Yes,Secondary,N,20,,88.60707754,74964,3,19.6,48,2,7,No,0,,,,,
212227,M,COMMERCE,No,NA,N,26,4.012184624,87.16226697,74175,2,15.1,7,2,6,No,0,,,,,
200519,Other,COMMERCE,Y,Secondary,-,,4.503897473,70.0568927,78858,6,14.5,58,0,6,Yes,1,,,,,
201755,Female,CS,Yes,Postgraduate,Yes,19,6.437489214,73.96913423,27124,2,18,40,3,8,Yes,0,,,,,
204508,NA,nan,Yes,Secondary,No,16,4.114429736,100,38712,2,6.5,44,2,7,Yes,0,,,,,
217243,NA,ARTS,No,None,-,20,5.272821371,77.20709158,43537,6,17.8,46,2,2,Yes,1,,,,,
216916,Male,CIVIL,Yes,None,Yes,21,6.419744466,62.21259963,50049,3,18.8,55,3,7,No,0,,,,,
205263,M,CS,Y,Graduate,Y,23,5.608377112,67.74218874,63816,4,9.8,15,0,9,Yes,0,,,,,
201069,NA,COMMERCE,Nope,nan,Y,25,6.960869178,69.4282296,69176,5,11.2,16,0,8,Yes,0,,,,,
208340,Other,nan,N,Graduate,-,,4.493616856,87.03145342,46041,5,19.6,51,1,2,No,1,,,,,
208419,Male,CS,Yes,Primary,-,16,6.471858436,62.10358497,107470,6,21.7,5,1,0,,0,,,,,
215204,FEMALE,ME,Nope,NA,nan,26,6.229665238,86.61572074,56276,3,7.2,47,2,2,No,0,,,,,
219012,NA,COMMERCE,Yes,nan,,19,5.190907303,46.03082764,41271,4,21.6,17,1,9,No,1,,,,,
206611,FEMALE,COMMERCE,N,None,N,25,6.778035527,88.87858847,61691,4,15.9,48,0,2,Yes,0,,,,,
217176,Male,nan,Yes,NA,,18,6.21809475,69.22196672,53604,6,20.7,58,2,6,No,1,,,,,
200665,FEMALE,BIO,Nope,NA,N,25,4.012163918,79.05551946,49093,3,11.7,52,1,3,No,0,,,,,
214886,Male,,Y,NA,-,16,5.699353006,71.04009651,47459,5,17.1,22,1,4,Yes,0,,,,,
200716,FEMALE,ECE,N,NA,Y,17,5.200804927,86.82013396,57783,6,8.4,47,4,0,Y,0,,,,,
205780,FEMALE,COMMERCE,,Postgraduate,Yes,24,5.324746526,48.23238994,65129,4,6.7,25,4,9,No,0,,,,,
216161,,ARTS,Yes,None,Y,21,6.310421189,90.25939603,38961,2,17.2,9,0,1,Yes,0,,,,,
201699,Male,ECE,nan,None,Y,19,5.35189433,92.24209873,52267,,8.9,55,2,1,,1,,,,,
201877,NA,CIVIL,N,Secondary,Yes,22,4.007741945,83.09152788,39707,2,24.3,27,2,7,No,0,,,,,
215021,FEMALE,ME,Yes,Postgraduate,N,18,6.518056436,77.24158121,54245,3,17.5,15,2,7,N,0,,,,,
219499,Male,ECE,nan,None,Y,17,6.225500277,52.83016002,43011,2,22.6,21,0,9,Yes,1,,,,,
207320,Other,CS,Yes,None,,26,6.565372221,87.88653083,48170,6,5.4,25,0,6,nan,0,,,,,
209724,NA,nan,nan,Primary,No,,6.121854706,84.3363048,53574,4,7.6,1,4,4,Yes,0,,,,,
218233,NA,BIO,No,Postgraduate,N,26,4.150433615,79.02439269,56145,3,8.8,7,4,2,nan,0,,,,,
206800,M,ME,Nope,Primary,N,25,6.936672324,92.60218143,70868,,5.1,15,2,9,Y,0,,,,,
204916,Male,ARTS,Nope,nan,,19,5.48384539,89.09938339,41888,2,19.8,24,0,6,Yes,0,,,,,
207065,NA,nan,No,nan,-,18,5.468034971,70.81193473,63906,6,17.1,38,3,7,Y,1,,,,,
207140,Other,ECE,Nope,nan,Y,16,6.119662019,61.60843151,16791,4,18.4,14,1,7,No,1,,,,,
202979,Male,ARTS,nan,Graduate,Yes,16,5.102702325,83.95530626,30699,2,13.5,28,4,1,No,0,,,,,
213100,Other,COMMERCE,No,Graduate,nan,24,4.135724622,88.17601908,23556,3,23.9,5,4,6,,1,,,,,
208990,FEMALE,ECE,Yes,NA,,26,6.375166069,78.34733649,50251,3,22.4,57,2,3,N,0,,,,,
206861,Female,CS,Nope,None,Yes,21,5.814603029,96.58480355,31375,4,24.7,43,1,1,nan,0,,,,,
208168,M,,Nope,None,-,25,6.339233492,76.0393707,66926,4,17.5,10,4,5,No,1,,,,,
216707,Male,ARTS,Nope,NA,No,20,5.328811673,64.90231662,57426,6,18.4,34,2,0,Yes,0,,,,,
219717,Male,COMMERCE,Y,Postgraduate,N,18,5.513404647,74.54744016,80816,4,5.8,30,2,4,Yes,0,,,,,
208128,NA,CIVIL,nan,None,-,20,4.513994073,97.62110165,73986,5,5.7,4,0,2,No,0,,,,,
217261,Other,COMMERCE,nan,Primary,N,22,6.269954227,80.08792516,90127,,16.1,18,1,6,Yes,1,,,,,
206592,FEMALE,BIO,Nope,Secondary,No,18,5.856059025,94.5467024,59786,3,7,2,0,1,Yes,0,,,,,
208672,M,CIVIL,Y,NA,nan,19,6.442565314,77.11953382,52930,4,20.3,19,0,4,No,0,,,,,
216906,Female,ECE,N,Graduate,-,23,4.737439545,78.61941002,71097,3,19,8,0,0,No,0,,,,,
200091,Male,ARTS,Y,Postgraduate,nan,18,6.054675309,74.48834963,51515,,24.6,32,3,4,Yes,0,,,,,
202577,M,ARTS,Y,Postgraduate,-,,,63.1405077,74198,,19.1,21,3,7,Yes,0,,,,,
219287,FEMALE,ECE,No,,nan,26,6.475894552,88.422544,18860,3,16.4,19,1,7,NA,0,,,,,
210866,Female,BIO,Nope,NA,Y,18,4.14001495,68.21335806,61992,6,9.7,28,0,9,Yes,1,,,,,
208384,FEMALE,COMMERCE,Nope,Primary,Yes,25,4.74134855,57.96957015,52598,5,18.3,8,1,7,Yes,1,,,,,
212088,Female,BIO,N,None,No,22,4.249914752,77.69379345,37760,3,21.9,23,2,8,No,0,,,,,
217892,M,nan,Yes,Postgraduate,No,24,4.865467749,62.63371252,34500,4,17.7,14,0,8,,1,,,,,
212973,Other,CIVIL,N,Primary,No,23,6.240454655,77.55755679,57775,4,16,20,4,4,Yes,0,,,,,
219917,Female,CS,nan,,-,18,4.188359152,99.52786941,18557,6,8,34,0,9,No,1,,,,,
209819,M,COMMERCE,Yes,Secondary,Y,16,4.037435687,78.50212867,25883,5,17.7,13,1,9,Yes,1,,,,,
216747,M,CS,No,,Y,26,6.869567567,59.06926371,27914,5,18.9,22,3,4,No,0,,,,,
204260,M,,Nope,Graduate,N,17,4.040407446,62.16436492,75967,4,12.1,28,2,4,No,1,,,,,
203896,Female,ME,N,nan,,21,5.681589009,93.70108836,57157,5,14.7,22,4,4,nan,1,,,,,
217363,FEMALE,ARTS,No,nan,Yes,25,4.727193955,63.83670807,61587,6,6.3,10,0,3,No,1,,,,,
201349,Other,CIVIL,Nope,nan,Y,22,6.717112692,72.24565332,38240,4,14.4,10,4,2,Yes,1,,,,,
212585,Female,COMMERCE,Nope,,N,19,4.984542416,88.96202227,481640,4,22.9,23,0,2,Yes,1,,,,,
213369,M,CIVIL,Yes,Graduate,No,21,6.608186634,75.90984578,48202,5,,38,2,4,No,0,,,,,
215015,Female,BIO,No,Secondary,N,22,6.541397162,68.22831748,63842,3,12,23,3,4,No,0,,,,,
203777,M,ME,Nope,,-,16,5.208538703,57.03624166,65101,2,6.6,30,2,0,No,0,,,,,
217760,Female,BIO,Y,nan,nan,18,6.610596654,77.55982208,63686,4,14.2,42,0,9,,0,,,,,
203740,Female,nan,nan,None,,23,6.332629976,,466400,4,9.6,32,3,7,Yes,1,,,,,
215673,,CS,Yes,Secondary,N,17,5.421623105,62.82641525,417160,6,9.4,8,0,9,Yes,1,,,,,
204050,NA,ARTS,nan,nan,-,23,5.020579368,80.02083964,28694,2,14.7,41,2,7,Yes,0,,,,,
219362,Female,ME,Y,Postgraduate,Y,25,4.506669677,78.98980552,46131,6,13.9,5,3,3,No,1,,,,,
207705,NA,ARTS,Y,Graduate,Y,19,6.595923527,70.5583171,64455,3,16.7,54,3,2,Yes,0,,,,,
213787,,CIVIL,Nope,None,-,25,5.789802966,89.6019732,22841,6,21.8,4,2,7,No,1,,,,,
202762,Other,CIVIL,nan,NA,-,24,6.167297351,71.82226073,42764,,20.5,24,0,1,No,0,,,,,
203581,Female,ECE,N,nan,Y,19,,72.27460019,49278,5,7.2,44,0,4,No,0,,,,,
212618,Other,ECE,N,Graduate,Yes,,4.707494792,76.00849596,68597,4,15.8,29,2,5,N,0,,,,,
207105,Other,ARTS,,None,nan,22,6.083975358,93.50449394,67679,2,13.4,33,2,1,No,0,,,,,
206372,M,CS,Y,Graduate,nan,16,6.471371654,71.63916125,96816,5,14.4,11,1,7,No,1,,,,,
219254,Male,BIO,Nope,Secondary,Yes,17,5.10204666,68.41790095,67124,2,9.1,18,1,2,No,0,,,,,
211897,Other,BIO,Y,None,No,21,6.474204383,85.23356985,-6321,2,6,19,2,8,Y,0,,,,,
205062,M,ECE,Yes,Secondary,nan,25,5.439051271,62.40433646,66980,2,12.7,36,0,0,No,0,,,,,
203602,,CS,Nope,NA,No,19,,74.56356092,39704,4,5.5,32,1,7,nan,0,,,,,
213709,Female,CIVIL,No,Primary,N,26,6.077277354,82.01576127,78253,2,11.1,45,4,2,No,0,,,,,
211179,Female,ARTS,N,NA,-,26,5.229682983,67.09871774,26291,6,12.2,7,3,9,No,0,,,,,
206948,Female,nan,Yes,Primary,N,17,4.664378826,82.23925713,62026,3,10.7,48,0,5,Yes,0,,,,,
207756,,ECE,Y,NA,nan,26,4.368339054,61.23946752,71794,6,23.8,15,0,8,No,1,,,,,
209638,NA,ECE,N,None,N,24,6.154282248,84.80827655,50246,2,21.7,36,2,8,nan,0,,,,,
212396,FEMALE,COMMERCE,N,Secondary,N,22,5.583200289,66.62465211,29301,4,16.6,38,3,0,No,0,,,,,
209212,Male,ME,No,nan,Yes,21,5.013521197,87.61107341,66530,2,21.2,57,4,4,Yes,0,,,,,
208897,,CS,No,,nan,18,6.313498297,76.2564024,4863,5,22,6,4,6,No,0,,,,,
215785,M,ME,Nope,Graduate,,19,6.1141924,98.1831266,26193,3,23.5,58,2,0,Yes,0,,,,,
217883,Other,CIVIL,No,None,-,23,4.912726071,57.07827634,55451,3,15,22,3,4,,0,,,,,
210435,NA,CS,Yes,None,-,17,6.604996911,70.67031584,62824,2,18.1,44,0,0,Yes,0,,,,,
216056,Female,CS,Yes,Secondary,,,5.23105549,77.4745179,54921,2,14.3,47,4,5,Yes,0,,,,,
209761,NA,ECE,Yes,Graduate,No,19,6.267786572,72.45957607,55202,5,24.1,57,1,9,No,0,,,,,
218294,NA,CS,nan,NA,nan,21,6.106238429,57.4954831,52806,3,21.5,36,4,3,Yes,0,,,,,
210766,NA,BIO,nan,Graduate,N,18,5.762757101,69.65781508,30884,3,15.9,52,1,0,No,1,,,,,
209574,Male,BIO,nan,Primary,-,20,4.327220053,75.77695391,51001,2,7.9,23,0,6,nan,0,,,,,
206017,NA,CS,,Postgraduate,No,20,6.612544421,56.21101451,52084,3,9,26,0,1,No,0,,,,,
213818,FEMALE,BIO,Nope,Postgraduate,No,21,6.796394477,69.56373517,20153,4,11.8,0,1,0,No,0,,,,,
202956,FEMALE,CS,,Graduate,N,21,6.491942849,64.57846718,46545,6,16.2,36,2,6,No,0,,,,,
207869,M,ARTS,N,NA,Yes,21,5.491501247,68.24257196,59446,3,,34,3,0,No,0,,,,,
209670,Male,nan,Y,nan,nan,,6.310915557,87.24704323,29103,6,14.1,34,1,4,Yes,1,,,,,
205409,Female,CS,No,Primary,N,24,,75.23516456,88871,2,14.9,39,1,1,No,0,,,,,
209611,NA,ME,No,Postgraduate,Yes,24,4.559378673,68.21382818,57949,5,8.1,34,0,6,No,1,,,,,
207520,FEMALE,nan,No,NA,Yes,21,6.889771396,69.97815504,35136,6,9.2,10,1,6,No,1,,,,,
201103,Male,CS,N,Postgraduate,-,26,5.892456788,82.82284496,59587,,23.1,51,0,2,No,0,,,,,
212409,FEMALE,CS,Yes,Primary,Yes,25,6.617749202,81.44699482,25285,,8.8,39,1,0,Yes,0,,,,,
217417,NA,ARTS,No,Secondary,Y,26,5.521956536,37.8930534,88321,2,22,27,2,6,No,0,,,,,
217006,Female,BIO,Yes,Secondary,Y,23,4.598377084,54.94567683,59052,3,11.6,32,1,8,Yes,1,,,,,
204690,NA,CIVIL,Nope,Secondary,nan,21,5.200937637,92.94065817,52007,6,13.9,16,2,4,nan,0,,,,,
201558,Female,ME,Y,NA,No,26,5.129033079,74.62294298,78034,6,11.3,32,3,5,No,1,,,,,
213111,NA,ARTS,Yes,nan,No,26,4.619142486,56.38287726,72256,4,18.4,4,0,5,No,0,,,,,
202488,,ECE,Y,NA,-,25,4.00556039,58.82288269,76527,6,24.2,41,1,2,No,1,,,,,
218858,,CS,,None,No,25,6.508623476,75.07343654,24663,3,17,46,2,2,Yes,0,,,,,
219101,Other,CS,N,Primary,N,22,5.131599481,82.16524138,37835,4,7.1,39,2,8,No,0,,,,,
203523,Female,BIO,N,Secondary,nan,23,5.665579732,100,34142,6,21.6,19,4,8,No,0,,,,,
204542,M,ECE,,Graduate,,18,5.279840039,69.24206121,66874,6,16.6,51,1,1,Yes,1,,,,,
215281,Other,ECE,N,Primary,nan,25,5.532705474,100,49029,4,20.2,22,3,8,No,0,,,,,
